Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Best Quartile;H index;Total Docs. (2020);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
3229;17494;"Neuroepidemiology";journal;"02515350, 14230208";"S. Karger AG";No;No;1,217;Q2;107;59;152;2389;474;144;2,87;40,49;48,95;15;Switzerland;Western Europe;"S. Karger AG";"1982-2026";"Epidemiology (Q2); Neurology (clinical) (Q2)";"Medicine"
3230;20082;"British Journal of Clinical Pharmacology";journal;"13652125, 03065251";"Wiley-Blackwell Publishing Ltd";No;No;1,216;Q1;183;257;933;10146;3399;783;3,35;39,48;42,39;58;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1974-2026";"Pharmacology (Q1); Pharmacology (medical) (Q1)";"Medicine; Pharmacology, Toxicology and Pharmaceutics"
3231;21100922650;"Global Bioethics";journal;"11287462, 15917398";"Routledge";Yes;No;1,216;Q1;17;14;11;525;45;11;4,40;37,50;45,00;4;United States;Northern America;"Routledge";"1996-2009, 2011, 2014-2025";"Health Policy (Q1); Health (social science) (Q1); Philosophy (Q1)";"Arts and Humanities; Medicine; Social Sciences"
3232;21100853003;"Lung Cancer International";journal;"20903197";"";Yes;No;1,216;Q1;3;0;1;0;6;1;0,00;0,00;0,00;0;United States;Northern America;"";"";"Pulmonary and Respiratory Medicine (Q1); Oncology (Q2)";"Medicine"
3233;16777;"Capitalism, Nature, Socialism";journal;"10455752, 15483290";"Taylor and Francis Ltd.";No;No;1,215;Q1;47;37;110;1711;221;81;1,32;46,24;25,81;6;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1988-2026";"Geography, Planning and Development (Q1); Management, Monitoring, Policy and Law (Q1); Political Science and International Relations (Q1)";"Environmental Science; Social Sciences"
3234;21100238622;"Biomolecular Concepts";journal;"1868503X, 18685021";"Walter de Gruyter GmbH";Yes;No;1,214;Q1;51;20;63;1096;317;63;3,43;54,80;39,56;1;Germany;Western Europe;"Walter de Gruyter GmbH";"2010-2025";"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Medicine (miscellaneous) (Q1); Cellular and Molecular Neuroscience (Q3)";"Biochemistry, Genetics and Molecular Biology; Medicine; Neuroscience"
3235;13279;"European Planning Studies";journal;"09654313, 14695944";"Routledge";No;No;1,214;Q1;116;129;369;8264;1320;353;3,10;64,06;39,61;47;United Kingdom;Western Europe;"Routledge";"1993-2026";"Geography, Planning and Development (Q1)";"Social Sciences"
3236;21306;"Health Policy";journal;"18726054, 01688510";"Elsevier Ireland Ltd";No;No;1,214;Q1;117;173;514;8200;1564;499;3,01;47,40;50,94;83;Ireland;Western Europe;"Elsevier Ireland Ltd";"1984-2026";"Health Policy (Q1)";"Medicine"
3237;25296;"Journal of Gastroenterology and Hepatology (Australia)";journal;"14401746, 08159319";"Wiley-Blackwell Publishing Ltd";No;No;1,214;Q1;162;352;1001;9571;3170;840;2,97;27,19;29,55;50;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1986-2026";"Gastroenterology (Q1); Hepatology (Q2)";"Medicine"
3238;97030;"Research in Science Education";journal;"15731898, 0157244X";"Springer Netherlands";No;No;1,214;Q1;77;105;202;7088;814;201;4,54;67,50;51,85;17;Netherlands;Western Europe;"Springer Netherlands";"1971-2026";"Education (Q1)";"Social Sciences"
3239;25259;"Restoration Ecology";journal;"1526100X, 10612971";"Wiley-Blackwell Publishing Ltd";No;No;1,214;Q1;131;223;463;12892;1684;455;3,27;57,81;39,30;94;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1993-2026";"Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Nature and Landscape Conservation (Q1)";"Agricultural and Biological Sciences; Environmental Science"
3240;17639;"Alzheimer Disease and Associated Disorders";journal;"08930341, 15464156";"Lippincott Williams and Wilkins";No;No;1,213;Q1;116;62;174;1914;483;172;2,57;30,87;49,47;0;United States;Northern America;"Lippincott Williams and Wilkins";"1987-2026";"Clinical Psychology (Q1); Geriatrics and Gerontology (Q1); Gerontology (Q1); Psychiatry and Mental Health (Q1)";"Medicine; Nursing; Psychology"
3241;13877;"European Journal of Mechanics, A/Solids";journal;"09977538";"Elsevier B.V.";No;No;1,213;Q1;117;160;509;6792;2016;508;3,88;42,45;20,75;1;Netherlands;Western Europe;"Elsevier B.V.";"1990-1992, 1995-2026";"Materials Science (miscellaneous) (Q1); Mathematical Physics (Q1); Mechanical Engineering (Q1); Mechanics of Materials (Q1); Physics and Astronomy (miscellaneous) (Q1)";"Engineering; Materials Science; Mathematics; Physics and Astronomy"
3242;25963;"Haemophilia";journal;"13518216, 13652516";"John Wiley and Sons Inc";No;No;1,213;Q1;112;228;700;5132;1509;441;2,15;22,51;49,95;34;United Kingdom;Western Europe;"John Wiley and Sons Inc";"1995-2026";"Hematology (Q1); Medicine (miscellaneous) (Q1); Genetics (clinical) (Q2)";"Medicine"
3243;14024;"Human Pathology";journal;"15328392, 00468177";"W.B. Saunders";No;No;1,213;Q1;163;136;929;5690;2931;838;3,12;41,84;39,62;7;United States;Northern America;"W.B. Saunders";"1970-2026";"Pathology and Forensic Medicine (Q1)";"Medicine"
3244;16664;"Journal of Behavioral Medicine";journal;"15733521, 01607715";"Springer New York";No;No;1,213;Q1;118;100;276;4983;861;262;2,55;49,83;59,76;16;United States;Northern America;"Springer New York";"1978-2026";"Psychiatry and Mental Health (Q1); Psychology (miscellaneous) (Q1)";"Medicine; Psychology"
3245;21100255737;"Anthropocene";journal;"22133054";"Elsevier B.V.";No;No;1,212;Q1;52;37;86;2623;415;85;3,82;70,89;33,33;7;United Kingdom;Western Europe;"Elsevier B.V.";"2013-2026";"Earth and Planetary Sciences (miscellaneous) (Q1); Ecology (Q1); Global and Planetary Change (Q2)";"Earth and Planetary Sciences; Environmental Science"
3246;12648;"Clinics in Perinatology";journal;"00955108, 15579840";"W.B. Saunders";No;No;1,212;Q1;105;71;208;3616;726;160;2,94;50,93;40,71;5;United States;Northern America;"W.B. Saunders";"1974-2026";"Obstetrics and Gynecology (Q1); Pediatrics, Perinatology and Child Health (Q1)";"Medicine"
3247;29627;"Current Opinion in Critical Care";journal;"15317072, 10705295";"Lippincott Williams and Wilkins";No;No;1,212;Q1;109;92;276;3140;1003;260;3,54;34,13;25,00;0;United States;Northern America;"Lippincott Williams and Wilkins";"1996-2026";"Critical Care and Intensive Care Medicine (Q1)";"Medicine"
3248;21100465422;"Dialogues in Human Geography";journal;"20438206, 20438214";"SAGE Publications Inc.";No;No;1,212;Q1;60;70;132;1239;252;45;1,54;17,70;46,67;22;United Kingdom;Western Europe;"SAGE Publications Inc.";"2011-2026";"Geography, Planning and Development (Q1)";"Social Sciences"
3249;26991;"International Journal of Hydrogen Energy";journal;"03603199";"Elsevier Ltd";No;No;1,212;Q1;313;2968;8040;159960;45448;7972;5,76;53,89;30,83;111;United Kingdom;Western Europe;"Elsevier Ltd";"1976-2026";"Condensed Matter Physics (Q1); Energy Engineering and Power Technology (Q1); Fuel Technology (Q1); Renewable Energy, Sustainability and the Environment (Q1)";"Energy; Physics and Astronomy"
3250;40695;"Journal of Inflammation (United Kingdom)";journal;"14769255";"BioMed Central Ltd";Yes;No;1,212;Q1;75;34;83;1571;359;83;4,58;46,21;37,66;2;United Kingdom;Western Europe;"BioMed Central Ltd";"2004-2026";"Clinical Biochemistry (Q1); Cell Biology (Q2)";"Biochemistry, Genetics and Molecular Biology"
3251;19900193557;"Sports Health";journal;"19410921, 19417381";"Sage Periodicals Press";No;No;1,212;Q1;83;79;214;2657;770;188;3,55;33,63;30,00;12;United States;Northern America;"Sage Periodicals Press";"2009-2026";"Orthopedics and Sports Medicine (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1)";"Health Professions; Medicine"
3252;15665;"General Hospital Psychiatry";journal;"01638343, 18737714";"Elsevier Inc.";No;No;1,211;Q1;131;142;297;5579;818;239;2,36;39,29;45,98;36;United States;Northern America;"Elsevier Inc.";"1979-2026";"Psychiatry and Mental Health (Q1)";"Medicine"
3253;144959;"Journal of Studies in International Education";journal;"10283153, 15527808";"SAGE Publications Inc.";No;No;1,211;Q1;87;32;88;1384;292;86;2,69;43,25;46,15;12;United States;Northern America;"SAGE Publications Inc.";"1997-2026";"Education (Q1)";"Social Sciences"
3254;16448;"Journal of Urban Health";journal;"10993460, 14682869";"Springer Science and Business Media Deutschland GmbH";No;No;1,211;Q1;120;77;261;3568;777;242;2,88;46,34;57,26;28;Germany;Western Europe;"Springer Science and Business Media Deutschland GmbH";"1988, 1998-2026";"Health (social science) (Q1); Public Health, Environmental and Occupational Health (Q1); Urban Studies (Q1)";"Medicine; Social Sciences"
3255;21100898763;"Plant Direct";journal;"24754455";"John Wiley &amp; Sons Inc.";Yes;No;1,211;Q1;39;102;172;6416;480;168;2,79;62,90;39,84;4;United States;Northern America;"John Wiley &amp; Sons Inc.";"2017-2026";"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Plant Science (Q1)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Environmental Science"
3256;23100;"Proceedings of the Japan Academy Series B: Physical and Biological Sciences";journal;"13492896, 03862208";"Japan Academy";Yes;Yes;1,211;Q1;76;36;115;2908;622;115;3,63;80,78;20,41;1;Japan;Asiatic Region;"Japan Academy";"1977-2026";"Agricultural and Biological Sciences (miscellaneous) (Q1); Medicine (miscellaneous) (Q1); Multidisciplinary (Q1); Physics and Astronomy (miscellaneous) (Q1)";"Agricultural and Biological Sciences; Medicine; Multidisciplinary; Physics and Astronomy"
3257;16341;"Expert Review of Anti-Infective Therapy";journal;"14787210, 17448336";"Taylor and Francis Ltd.";No;No;1,211;Q2;110;122;294;10663;1331;258;4,41;87,40;39,69;21;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2003-2026";"Infectious Diseases (Q2); Microbiology (Q2); Microbiology (medical) (Q2); Virology (Q2)";"Immunology and Microbiology; Medicine"
3258;26776;"Applied Ocean Research";journal;"01411187";"Elsevier B.V.";Yes;No;1,210;Q1;104;357;641;14178;2336;640;3,35;39,71;22,63;8;United Kingdom;Western Europe;"Elsevier B.V.";"1979-2026";"Ocean Engineering (Q1)";"Engineering"
3259;38138;"Current Opinion in Clinical Nutrition and Metabolic Care";journal;"13631950, 14736519";"Lippincott Williams and Wilkins";No;No;1,210;Q1;146;74;241;2579;1093;222;3,82;34,85;49,66;0;United States;Northern America;"Lippincott Williams and Wilkins";"1998-2026";"Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1)";"Medicine; Nursing"
3260;25561;"Futures";journal;"00163287";"Elsevier Ltd";No;No;1,210;Q1;114;90;299;5942;1245;293;3,62;66,02;41,67;37;United Kingdom;Western Europe;"Elsevier Ltd";"1968-2026";"Business and International Management (Q1); Development (Q1); Sociology and Political Science (Q1)";"Business, Management and Accounting; Social Sciences"
3261;18875;"Seminars in Diagnostic Pathology";journal;"19301111, 07402570";"W.B. Saunders";No;No;1,210;Q1;84;41;160;2495;593;142;3,12;60,85;39,29;2;United States;Northern America;"W.B. Saunders";"1984-2026";"Pathology and Forensic Medicine (Q1)";"Medicine"
3262;21100461423;"Advances in Race and Ethnicity in Education";book series;"20512325, 20512317";"Emerald Group Publishing Ltd.";No;No;1,209;Q1;9;11;34;439;26;12;0,00;39,91;36,36;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2013-2014, 2016-2017, 2020, 2022-2023, 2025-2026";"Anthropology (Q1); Education (Q1); Gender Studies (Q1); Sociology and Political Science (Q1)";"Social Sciences"
3263;21355;"Expert Review of Anticancer Therapy";journal;"14737140, 17448328";"Taylor and Francis Ltd.";No;No;1,209;Q1;91;118;348;8783;1376;312;3,86;74,43;38,16;6;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2001-2026";"Pharmacology (medical) (Q1); Oncology (Q2)";"Medicine"
3264;14012;"Psychology and Health";journal;"08870446, 14768321";"Routledge";No;No;1,209;Q1;117;91;245;5152;817;237;2,33;56,62;61,68;17;United Kingdom;Western Europe;"Routledge";"1987-2026";"Applied Psychology (Q1); Public Health, Environmental and Occupational Health (Q1)";"Medicine; Psychology"
3265;20200;"Travel Medicine and Infectious Disease";journal;"18730442, 14778939";"Elsevier Inc.";Yes;No;1,209;Q1;80;320;409;6951;1026;218;2,82;21,72;42,61;103;United States;Northern America;"Elsevier Inc.";"2003-2026";"Public Health, Environmental and Occupational Health (Q1); Infectious Diseases (Q2)";"Medicine"
3266;30441;"Computers and Electronics in Agriculture";journal;"01681699";"Elsevier B.V.";No;No;1,208;Q1;209;650;1300;28816;9691;1298;7,40;44,33;25,78;63;Netherlands;Western Europe;"Elsevier B.V.";"1985-2026";"Agronomy and Crop Science (Q1); Animal Science and Zoology (Q1); Computer Science Applications (Q1); Forestry (Q1); Horticulture (Q1)";"Agricultural and Biological Sciences; Computer Science"
3267;13761;"International Journal of Thermal Sciences";journal;"12900729";"Elsevier Masson s.r.l.";No;No;1,208;Q1;163;331;1265;13495;4858;1264;3,81;40,77;20,02;2;France;Western Europe;"Elsevier Masson s.r.l.";"1973-1978, 1987, 1999-2026";"Condensed Matter Physics (Q1); Engineering (miscellaneous) (Q1)";"Engineering; Physics and Astronomy"
3268;21090;"Journal of Sports Sciences";journal;"1466447X, 02640414";"Routledge";No;No;1,208;Q1;181;305;1025;13653;3228;1013;3,09;44,76;29,49;16;United Kingdom;Western Europe;"Routledge";"1983-2026";"Orthopedics and Sports Medicine (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Sports Science (Q2)";"Health Professions; Medicine"
3269;13543;"Reproduction";journal;"17417899, 14701626";"BioScientifica Ltd.";No;No;1,208;Q1;182;188;469;12359;1961;464;3,73;65,74;47,94;0;United Kingdom;Western Europe;"BioScientifica Ltd.";"1996-1997, 2001-2026";"Embryology (Q1); Obstetrics and Gynecology (Q1); Reproductive Medicine (Q1); Cell Biology (Q2); Endocrinology (Q2)";"Biochemistry, Genetics and Molecular Biology; Medicine"
3270;28161;"Reproductive BioMedicine Online";journal;"14726483, 14726491";"Elsevier Ltd";No;No;1,208;Q1;146;255;622;9479;2177;522;3,33;37,17;51,41;21;United Kingdom;Western Europe;"Elsevier Ltd";"2000-2026";"Obstetrics and Gynecology (Q1); Reproductive Medicine (Q1); Developmental Biology (Q2)";"Biochemistry, Genetics and Molecular Biology; Medicine"
3271;21100213700;"Journal of Clinical Neurology (Korea)";journal;"17386586, 20055013";"Korean Neurological Association";Yes;Yes;1,208;Q2;63;122;293;2846;730;178;1,88;23,33;36,17;2;South Korea;Asiatic Region;"Korean Neurological Association";"2008-2026";"Neurology (Q2); Neurology (clinical) (Q2)";"Medicine; Neuroscience"
3272;21100244230;"Alcohol Research: Current Reviews";journal;"21694796, 21683492";"National Institute on Alcohol Abuse and Alcoholism (NIAAA)";No;No;1,207;Q1;124;19;62;1516;335;56;3,46;79,79;70,73;12;United States;Northern America;"National Institute on Alcohol Abuse and Alcoholism (NIAAA)";"2012-2026";"Clinical Psychology (Q1); Medicine (miscellaneous) (Q1); Psychiatry and Mental Health (Q1)";"Medicine; Psychology"
3273;15600154712;"Chinese Physics C";journal;"16741137";"IOP Publishing Ltd.";No;No;1,207;Q1;61;225;585;12647;1541;585;2,10;56,21;28,55;0;United Kingdom;Western Europe;"IOP Publishing Ltd.";"2008-2025";"Instrumentation (Q1); Nuclear and High Energy Physics (Q1); Astronomy and Astrophysics (Q2)";"Physics and Astronomy"
3274;21100887623;"Comprehensive Results in Social Psychology";journal;"23743611";"Taylor and Francis Ltd.";No;No;1,207;Q1;16;14;28;912;69;27;1,83;65,14;40,00;1;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2016-2018, 2020-2023, 2025-2026";"Social Psychology (Q1)";"Psychology"
3275;20598;"English for Specific Purposes";journal;"08894906";"Elsevier B.V.";No;No;1,207;Q1;103;32;81;1589;324;80;3,56;49,66;64,41;0;United Kingdom;Western Europe;"Elsevier B.V.";"1980-1981, 1986-2026";"Education (Q1); Linguistics and Language (Q1)";"Social Sciences"
3276;18300156728;"IEEE Transactions on Services Computing";journal;"19391374";"Institute of Electrical and Electronics Engineers Inc.";No;No;1,207;Q1;102;92;219;3659;1458;207;6,56;39,77;26,29;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2008-2026";"Computer Networks and Communications (Q1); Computer Science Applications (Q1); Hardware and Architecture (Q1); Information Systems and Management (Q1)";"Computer Science; Decision Sciences"
3277;19724;"Helicobacter";journal;"10834389, 15235378";"Wiley-Blackwell Publishing Ltd";No;No;1,206;Q1;99;87;267;3648;1257;252;5,07;41,93;39,93;14;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1996-2026";"Gastroenterology (Q1); Medicine (miscellaneous) (Q1); Infectious Diseases (Q2)";"Medicine"
3278;12722;"Journal of Pediatric Gastroenterology and Nutrition";journal;"02772116, 15364801";"John Wiley and Sons Inc";Yes;No;1,206;Q1;167;411;1213;10399;3494;1013;2,42;25,30;50,69;0;United States;Northern America;"John Wiley and Sons Inc";"1982-2026";"Gastroenterology (Q1); Pediatrics, Perinatology and Child Health (Q1)";"Medicine"
3279;13533;"Journal of the Royal Statistical Society. Series C: Applied Statistics";journal;"00359254, 14679876";"Oxford University Press";No;No;1,205;Q1;85;61;195;2706;357;195;1,62;44,36;31,94;8;United Kingdom;Western Europe;"Oxford University Press";"1981, 1983-1991, 1993, 1996-2026";"Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)";"Decision Sciences; Mathematics"
3280;17467;"Neurobiology of Learning and Memory";journal;"10959564, 10747427";"Academic Press Inc.";No;No;1,205;Q1;140;152;532;11068;1504;524;2,78;72,82;45,19;0;United States;Northern America;"Academic Press Inc.";"1995-2026";"Behavioral Neuroscience (Q1); Cognitive Neuroscience (Q2); Experimental and Cognitive Psychology (Q2)";"Neuroscience; Psychology"
3281;22156;"Wear";journal;"00431648";"Elsevier B.V.";No;No;1,205;Q1;207;314;1260;12705;5535;1256;4,09;40,46;20,47;3;Netherlands;Western Europe;"Elsevier B.V.";"1957-2026";"Condensed Matter Physics (Q1); Materials Chemistry (Q1); Mechanics of Materials (Q1); Surfaces and Interfaces (Q1); Surfaces, Coatings and Films (Q1)";"Engineering; Materials Science; Physics and Astronomy"
3282;20760;"Current Infectious Disease Reports";journal;"15343146, 15233847";"Springer";No;No;1,205;Q2;67;34;153;2354;594;153;3,71;69,24;65,66;7;United States;Northern America;"Springer";"1999-2026";"Infectious Diseases (Q2)";"Medicine"
