Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Best Quartile;H index;Total Docs. (2019);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
11079;16100154793;"International Journal of Music Education";journal;"1744795X, 02557614";"SAGE Publications Ltd";No;No;0,432;Q1;42;45;138;1760;109;131;0,66;39,11;62,32;0;United Kingdom;Western Europe;"SAGE Publications Ltd";"1987, 1996-2026";"Music (Q1); Education (Q2)";"Arts and Humanities; Social Sciences"
11080;5700169553;"Residential Treatment for Children and Youth";journal;"15410358, 0886571X";"Routledge";No;No;0,432;Q1;32;25;63;831;52;54;0,44;33,24;55,56;0;United States;Northern America;"Routledge";"1986-2005, 2007-2026";"Law (Q1); Pediatrics, Perinatology and Child Health (Q2)";"Medicine; Social Sciences"
11081;24359;"Women's Studies International Forum";journal;"02775395";"Elsevier Ltd";No;No;0,432;Q1;81;99;229;5739;314;226;1,17;57,97;81,50;29;United Kingdom;Western Europe;"Elsevier Ltd";"1982-2026";"Law (Q1); Development (Q2); Education (Q2); Sociology and Political Science (Q2)";"Social Sciences"
11082;21100853526;"ACM Transactions on Economics and Computation";journal;"21678375, 21678383";"Association for Computing Machinery";No;No;0,432;Q2;27;19;64;724;58;59;0,44;38,11;9,26;2;United States;Northern America;"Association for Computing Machinery";"2013-2025";"Computer Science (miscellaneous) (Q2); Economics and Econometrics (Q2); Marketing (Q2); Computational Mathematics (Q3); Statistics and Probability (Q3)";"Business, Management and Accounting; Computer Science; Economics, Econometrics and Finance; Mathematics"
11083;5400152707;"Clean - Soil, Air, Water";journal;"18630669, 18630650";"John Wiley and Sons Inc";No;No;0,432;Q2;86;64;413;3326;709;412;1,74;51,97;41,40;2;Germany;Western Europe;"John Wiley and Sons Inc";"2007-2026";"Pollution (Q2); Water Science and Technology (Q2); Environmental Chemistry (Q3)";"Environmental Science"
11084;13450;"Counselling Psychology Quarterly";journal;"09515070, 14693674";"Routledge";No;No;0,432;Q2;52;30;74;1951;94;71;0,98;65,03;51,32;3;United Kingdom;Western Europe;"Routledge";"1988-2026";"Clinical Psychology (Q2); Applied Psychology (Q3); Psychiatry and Mental Health (Q3)";"Medicine; Psychology"
11085;144749;"International Journal of Advanced Robotic Systems";journal;"17298806, 17298814";"SAGE Publications Inc.";Yes;No;0,432;Q2;75;255;729;8955;1548;726;2,11;35,12;25,94;2;United Kingdom;Western Europe;"SAGE Publications Inc.";"2004-2026";"Software (Q2); Artificial Intelligence (Q3); Computer Science Applications (Q3)";"Computer Science"
11086;19700186841;"International Journal of RF Technologies: Research and Applications";journal;"17545749, 17545730";"SAGE Publications Ltd";No;No;0,432;Q2;19;9;33;204;43;33;0,90;22,67;42,86;0;United Kingdom;Western Europe;"SAGE Publications Ltd";"2009-2025";"Electrical and Electronic Engineering (Q2); Industrial and Manufacturing Engineering (Q2); Management Information Systems (Q2); Management of Technology and Innovation (Q2)";"Business, Management and Accounting; Engineering"
11087;21100207619;"Journal of Clinical and Experimental Dentistry";journal;"19895488";"Medicina Oral S.L.";Yes;No;0,432;Q2;49;174;563;4632;835;563;1,37;26,62;46,29;7;Spain;Western Europe;"Medicina Oral S.L.";"2010-2026";"Dentistry (miscellaneous) (Q2)";"Dentistry"
11088;25623;"Journal of Supercomputing";journal;"15730484, 09208542";"Springer Netherlands";No;No;0,432;Q2;99;387;832;13226;2170;816;2,74;34,18;21,85;4;Netherlands;Western Europe;"Springer Netherlands";"1987-2026";"Hardware and Architecture (Q2); Information Systems (Q2); Software (Q2); Theoretical Computer Science (Q3)";"Computer Science; Mathematics"
11089;29854;"Occupational Therapy International";journal;"15570703, 09667903";"John Wiley and Sons Ltd";Yes;No;0,432;Q2;49;32;95;1284;135;93;0,95;40,13;59,83;3;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"1994-2026";"Occupational Therapy (Q2); Medicine (miscellaneous) (Q3)";"Health Professions; Medicine"
11090;22131;"Ornis Fennica";journal;"00305685";"University of Helsinki";No;No;0,432;Q2;37;17;59;998;65;58;0,80;58,71;21,15;1;Finland;Western Europe;"University of Helsinki";"1979-1985, 1991-2024";"Animal Science and Zoology (Q2)";"Agricultural and Biological Sciences"
11091;21100778009;"Polis. Political Studies";journal;"10269487, 16840070";"Editorial Board Polis (Political Studies)";No;No;0,432;Q2;14;75;231;2112;146;230;0,70;28,16;38,46;0;Russian Federation;Eastern Europe;"Editorial Board Polis (Political Studies)";"2015-2025";"Sociology and Political Science (Q2)";"Social Sciences"
11092;21100921312;"Radiation Detection Technology and Methods";journal;"25099949, 25099930";"Springer Singapore";No;No;0,432;Q2;18;63;75;1094;76;75;1,01;17,37;33,06;0;Singapore;Asiatic Region;"Springer Singapore";"2017-2026";"Nuclear Energy and Engineering (Q2); Nuclear and High Energy Physics (Q3)";"Energy; Physics and Astronomy"
11093;21100469364;"Surface Topography: Metrology and Properties";journal;"2051672X";"IOP Publishing Ltd.";No;No;0,432;Q2;43;102;139;3873;325;133;1,73;37,97;25,88;0;United Kingdom;Western Europe;"IOP Publishing Ltd.";"2013-2025";"Instrumentation (Q2); Materials Chemistry (Q2); Process Chemistry and Technology (Q2); Surfaces, Coatings and Films (Q2)";"Chemical Engineering; Materials Science; Physics and Astronomy"
11094;17972;"Diatom Research";journal;"21598347, 0269249X";"Taylor and Francis Ltd.";No;No;0,432;Q3;44;23;98;965;126;91;1,24;41,96;38,10;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1986-2026";"Aquatic Science (Q3)";"Agricultural and Biological Sciences"
11095;15571;"Journal of Mental Health Policy and Economics";journal;"10914358, 1099176X";"ICMPE";No;No;0,432;Q3;37;15;56;415;44;44;0,54;27,67;66,00;0;Italy;Western Europe;"ICMPE";"1998, 2002-2025";"Medicine (miscellaneous) (Q3); Psychiatry and Mental Health (Q3); Public Health, Environmental and Occupational Health (Q3)";"Medicine"
11096;21100777287;"UMAP 2016 - Proceedings of the 2016 Conference on User Modeling Adaptation and Personalization";conference and proceedings;"-";"";No;No;0,432;-;20;0;57;0;121;55;0,00;0,00;0,00;0;United States;Northern America;"";"";"Acoustics and Ultrasonics; Instrumentation; Oceanography";"Earth and Planetary Sciences; Physics and Astronomy"
11097;21100372826;"Alpine and Mediterranean Quaternary";journal;"22797335, 22797327";"AIQUA - Associazione Italiana per lo Studio del Quaternario";Yes;Yes;0,431;Q1;35;13;94;1058;81;93;0,59;81,38;50,00;0;Italy;Western Europe;"AIQUA - Associazione Italiana per lo Studio del Quaternario";"1988-2026";"Archeology (arts and humanities) (Q1); Earth-Surface Processes (Q2); Geology (Q3); Paleontology (Q3)";"Arts and Humanities; Earth and Planetary Sciences"
11098;21100201053;"Clinical Ethics";journal;"1758101X, 14777509";"SAGE Publications Ltd";No;No;0,431;Q1;25;29;82;907;84;81;0,78;31,28;49,30;1;United Kingdom;Western Europe;"SAGE Publications Ltd";"2006-2025";"Philosophy (Q1); Issues, Ethics and Legal Aspects (Q2); Medicine (miscellaneous) (Q3)";"Arts and Humanities; Medicine; Nursing"
11099;21100259593;"Linguistic and Philosophical Investigations (discontinued)";journal;"18412394, 24710881";"Addleton Academic Publishers";No;No;0,431;Q1;21;10;26;335;69;26;4,79;33,50;33,33;0;United States;Northern America;"Addleton Academic Publishers";"2013-2023";"Linguistics and Language (Q1); Philosophy (Q1)";"Arts and Humanities; Social Sciences"
11100;5700164344;"Youth Justice";journal;"14732254, 17476283";"SAGE Publications Inc.";No;No;0,431;Q1;41;16;49;837;59;41;1,21;52,31;73,53;5;United States;Northern America;"SAGE Publications Inc.";"2001-2026";"Law (Q1); Developmental and Educational Psychology (Q3)";"Psychology; Social Sciences"
11101;23054;"ACM Transactions on Modeling and Computer Simulation";journal;"15581195, 10493301";"Association for Computing Machinery";No;No;0,431;Q2;59;28;79;1064;178;76;1,87;38,00;25,97;0;United States;Northern America;"Association for Computing Machinery";"1991-2026";"Modeling and Simulation (Q2); Computer Science Applications (Q3)";"Computer Science; Mathematics"
11102;38539;"Animal Welfare";journal;"09627286";"Cambridge University Press";Yes;No;0,431;Q2;85;55;142;2489;237;124;1,63;45,25;57,39;16;United Kingdom;Western Europe;"Cambridge University Press";"1994, 1996-2025";"Animal Science and Zoology (Q2); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Veterinary"
11103;21100898038;"Contemporary Educational Technology";journal;"1309517X";"Bastas";No;No;0,431;Q2;35;24;25;1516;46;25;1,84;63,17;41,86;2;Cyprus;Western Europe;"Bastas";"2013, 2018-2025";"Education (Q2); Management of Technology and Innovation (Q2)";"Business, Management and Accounting; Social Sciences"
11104;21100934236;"Fishes";journal;"24103888";"Multidisciplinary Digital Publishing Institute (MDPI)";Yes;No;0,431;Q2;37;59;67;3040;94;64;1,48;51,53;35,32;13;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2016-2026";"Ecology (Q2); Aquatic Science (Q3); Ecology, Evolution, Behavior and Systematics (Q3)";"Agricultural and Biological Sciences; Environmental Science"
11105;145326;"International Journal of Information Security";journal;"16155270, 16155262";"Springer Verlag";No;No;0,431;Q2;60;41;118;1667;269;115;2,33;40,66;17,91;1;Germany;Western Europe;"Springer Verlag";"2005-2026";"Computer Networks and Communications (Q2); Information Systems (Q2); Safety, Risk, Reliability and Quality (Q2); Software (Q2)";"Computer Science; Engineering"
11106;12400154726;"JAMS Journal of Acupuncture and Meridian Studies";journal;"20938152, 20052901";"BioMed Central Ltd";Yes;Yes;0,431;Q2;0;0;0;0;0;0;0,00;0,00;0,00;0;South Korea;Asiatic Region;"BioMed Central Ltd";"2008-2024";"Anesthesiology and Pain Medicine (Q2); Complementary and Alternative Medicine (Q2); Medicine (miscellaneous) (Q3)";"Medicine"
11107;5600155215;"Journal of Children and Poverty";journal;"10796126, 14699389";"Routledge";No;No;0,431;Q2;17;10;28;413;42;27;1,40;41,30;75,00;4;United Kingdom;Western Europe;"Routledge";"2010-2020";"Demography (Q2); Education (Q2); Sociology and Political Science (Q2); Urban Studies (Q2)";"Social Sciences"
11108;24352;"Journal of Economic Studies";journal;"01443585";"Emerald Group Publishing Ltd.";No;No;0,431;Q2;63;76;190;4273;278;190;1,25;56,22;27,95;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1974-2026";"Economics, Econometrics and Finance (miscellaneous) (Q2)";"Economics, Econometrics and Finance"
11109;25316;"Journal of Ethnicity in Substance Abuse";journal;"15332659, 15332640";"Taylor and Francis Ltd.";No;No;0,431;Q2;39;42;97;2128;107;88;0,93;50,67;59,51;8;United States;Northern America;"Taylor and Francis Ltd.";"2002-2026";"Health (social science) (Q2); Medicine (miscellaneous) (Q3)";"Medicine; Social Sciences"
11110;20247;"Journal of Labor Research";journal;"01953613, 19364768";"Springer New York";No;No;0,431;Q2;43;20;73;694;50;69;0,83;34,70;29,79;12;United States;Northern America;"Springer New York";"1980-2026";"Management of Technology and Innovation (Q2); Organizational Behavior and Human Resource Management (Q2); Strategy and Management (Q2)";"Business, Management and Accounting"
11111;7600153123;"Journal of Mechanics of Materials and Structures";journal;"15593959";"Mathematical Sciences Publishers";No;No;0,431;Q2;52;40;112;1423;154;110;1,21;35,58;22,50;0;United States;Northern America;"Mathematical Sciences Publishers";"2006-2025";"Mechanics of Materials (Q2); Applied Mathematics (Q3)";"Engineering; Mathematics"
11112;12759;"Omega: Journal of Death and Dying";journal;"15413764, 00302228";"SAGE Publications Inc.";No;No;0,431;Q2;61;48;119;2047;168;114;1,42;42,65;63,19;6;United Kingdom;Western Europe;"SAGE Publications Inc.";"1970, 1973-2026";"Critical Care and Intensive Care Medicine (Q2); Health (social science) (Q2); Life-span and Life-course Studies (Q3)";"Medicine; Social Sciences"
11113;21100394793;"Plant Health Progress";journal;"15351025";"American Phytopathological Society";No;No;0,431;Q2;24;50;166;1337;163;164;0,95;26,74;35,54;0;United States;Northern America;"American Phytopathological Society";"2008, 2010-2011, 2013-2025";"Horticulture (Q2); Plant Science (Q2)";"Agricultural and Biological Sciences"
11114;15016;"Social Work Research";journal;"15456838, 10705309";"Oxford University Press";No;No;0,431;Q2;64;27;82;977;107;74;1,16;36,19;61,97;3;United Kingdom;Western Europe;"Oxford University Press";"1994-2025";"Sociology and Political Science (Q2); Social Work (Q3)";"Social Sciences"
11115;95292;"Annals of Thoracic and Cardiovascular Surgery";journal;"21861005, 13411098";"Japanese Association for Coronary Artery Surgery";Yes;No;0,431;Q3;51;51;169;934;256;159;1,65;18,31;12,00;1;Japan;Asiatic Region;"Japanese Association for Coronary Artery Surgery";"1998-2026";"Cardiology and Cardiovascular Medicine (Q3); Gastroenterology (Q3); Medicine (miscellaneous) (Q3); Pulmonary and Respiratory Medicine (Q3); Surgery (Q3)";"Medicine"
11116;21100199849;"Basic and Clinical Neuroscience";journal;"2008126X, 22287442";"Iran University of Medical Sciences";Yes;Yes;0,431;Q3;34;60;141;2557;245;136;1,13;42,62;39,75;1;Iran;Middle East;"Iran University of Medical Sciences";"2010-2025";"Neurology (clinical) (Q3); Cellular and Molecular Neuroscience (Q4)";"Medicine; Neuroscience"
11117;21100914247;"Communicable Diseases Intelligence";journal;"22096051";"Health Protection Policy Branch, Office of Health Protection, Australian Government Department of Health";No;No;0,431;Q3;15;63;19;0;19;19;1,00;0,00;59,43;32;Australia;Pacific Region;"Health Protection Policy Branch, Office of Health Protection, Australian Government Department of Health";"2018-2026";"Medicine (miscellaneous) (Q3)";"Medicine"
11118;16643;"Current Problems in Diagnostic Radiology";journal;"15356302, 03630188";"Elsevier Inc.";No;No;0,431;Q3;46;97;219;2423;317;189;1,17;24,98;32,89;1;United States;Northern America;"Elsevier Inc.";"1976-2026";"Radiology, Nuclear Medicine and Imaging (Q3)";"Medicine"
11119;21100943253;"Journal of Physics Communications";journal;"23996528";"Institute of Physics Publishing";Yes;No;0,431;Q3;32;208;391;7794;495;375;1,27;37,47;18,12;1;United States;Northern America;"Institute of Physics Publishing";"2017-2025";"Physics and Astronomy (miscellaneous) (Q3)";"Physics and Astronomy"
11120;19700188434;"Journal of Stem Cells and Regenerative Medicine";journal;"09737154";"M/S GN Corporation Co. Ltd";Yes;No;0,431;Q3;21;10;43;227;61;30;0,79;22,70;35,71;0;Japan;Asiatic Region;"M/S GN Corporation Co. Ltd";"2010-2025";"Biochemistry (Q3); Biotechnology (Q3); Cell Biology (Q4); Molecular Biology (Q4)";"Biochemistry, Genetics and Molecular Biology"
11121;19900192596;"Mathematical Modelling of Natural Phenomena";journal;"09735348, 17606101";"EDP Sciences";No;No;0,431;Q3;47;47;179;2082;268;178;1,56;44,30;23,58;1;France;Western Europe;"EDP Sciences";"2006-2026";"Applied Mathematics (Q3); Modeling and Simulation (Q3)";"Mathematics"
11122;19900192595;"Zdravstveno Varstvo";journal;"18542476, 03510026";"De Gruyter Open Ltd.";Yes;Yes;0,431;Q3;21;24;99;749;123;99;1,30;31,21;63,92;3;Germany;Western Europe;"De Gruyter Open Ltd.";"2010-2025";"Public Health, Environmental and Occupational Health (Q3)";"Medicine"
11123;21100468822;"HPDC 2016 - Proceedings of the 25th ACM International Symposium on High-Performance Parallel and Distributed Computing";conference and proceedings;"-";"";No;No;0,431;-;14;0;30;0;89;28;0,00;0,00;0,00;0;United States;Northern America;"";"";"Computer Graphics and Computer-Aided Design; Software";"Computer Science"
11124;144673;"Performance Measurement and Metrics";journal;"14678047";"Emerald Group Publishing Ltd.";No;No;0,430;Q1;27;19;60;351;63;58;1,21;18,47;58,33;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2000-2026";"Literature and Literary Theory (Q1); Library and Information Sciences (Q2)";"Arts and Humanities; Social Sciences"
11125;4000148502;"Rural and Remote Health";journal;"14456354";"James Cook University";Yes;Yes;0,430;Q1;57;99;267;3130;291;244;1,02;31,62;59,66;1;Australia;Pacific Region;"James Cook University";"2005-2026";"Emergency Medical Services (Q1); Health (social science) (Q2); Medicine (miscellaneous) (Q3); Public Health, Environmental and Occupational Health (Q3)";"Health Professions; Medicine; Social Sciences"
11126;200147123;"Accounting and Finance";journal;"1467629X, 08105391";"Wiley-Blackwell";No;No;0,430;Q2;77;114;174;6470;402;173;2,50;56,75;36,73;12;United States;Northern America;"Wiley-Blackwell";"1979-2026";"Accounting (Q2); Economics, Econometrics and Finance (miscellaneous) (Q2); Finance (Q2)";"Business, Management and Accounting; Economics, Econometrics and Finance"
11127;21100810612;"IEEJ Journal of Industry Applications";journal;"21871108, 21871094";"The Institute of Electrical Engineers of Japan";No;No;0,430;Q2;30;121;189;2559;425;189;2,50;21,15;6,67;0;Japan;Asiatic Region;"The Institute of Electrical Engineers of Japan";"2012-2026";"Automotive Engineering (Q2); Electrical and Electronic Engineering (Q2); Energy Engineering and Power Technology (Q2); Industrial and Manufacturing Engineering (Q2); Mechanical Engineering (Q2)";"Energy; Engineering"
11128;15133;"Information Retrieval Journal";journal;"13864564, 15737659";"Springer Science and Business Media B.V.";No;No;0,430;Q2;0;0;0;0;0;0;0,00;0,00;0,00;0;Netherlands;Western Europe;"Springer Science and Business Media B.V.";"1999-2023";"Information Systems (Q2); Library and Information Sciences (Q2)";"Computer Science; Social Sciences"
